Model,Price,Rating,RAM,ROM,Brand,Website,Rating
"vivo T1 5G (Rainbow Fantasy, 128 GB)","16,990",4.4,6 GB RAM , 128 GB ROM ,vivo,PhoneArena,"1,57,801 Ratings"
"REDMI Note 11 SE (Cosmic White, 64 GB)","11,999",4.3,6 GB RAM , 64 GB ROM ,REDMI,PhoneArena,"30,409 Ratings"
"REDMI 10 (Pacific Blue, 64 GB)","9,999",4.3,4 GB RAM , 64 GB ROM ,REDMI,PhoneArena,"1,65,144 Ratings"
"POCO C31 (Royal Blue, 64 GB)","7,499",4.3,4 GB RAM , 64 GB ROM ,POCO,PhoneArena,"1,83,688 Ratings"
"REDMI 10 (Midnight Black, 64 GB)","9,999",4.3,4 GB RAM , 64 GB ROM ,REDMI,PhoneArena,"1,65,144 Ratings"
"MOTOROLA G32 (Mineral Gray, 64 GB)","9,999",4.2,4 GB RAM , 64 GB ROM,MOTOROLA,PhoneArena,"16,249 Ratings"
"POCO M4 5G (Cool Blue, 128 GB)","13,999",4.2,6 GB RAM , 128 GB ROM ,POCO,PhoneArena,"22,699 Ratings"
"vivo T1X (Gravity Black, 64 GB)","11,999",4.5,4 GB RAM , 64 GB ROM,vivo,PhoneArena,"68,117 Ratings"
"vivo T1X (Space Blue, 64 GB)","11,999",4.5,4 GB RAM , 64 GB ROM,vivo,PhoneArena,"68,117 Ratings"
"POCO M4 5G (Cool Blue, 64 GB)","11,999",4.2,4 GB RAM , 64 GB ROM ,POCO,PhoneArena,"45,400 Ratings"
"POCO M4 5G (Power Black, 128 GB)","13,999",4.2,6 GB RAM , 128 GB ROM ,POCO,PhoneArena,"22,699 Ratings"
"MOTOROLA g82 5G(White Lily, 128 GB)","18,999",4.2,6 GB RAM , 128 GB ROM ,MOTOROLA,PhoneArena,"5,211 Ratings"
"vivo T1 5G (Starlight Black, 128 GB)","15,990",4.3,4 GB RAM , 128 GB ROM ,vivo,PhoneArena,"59,607 Ratings"
"SAMSUNG Galaxy F23 5G (Forest Green, 128 GB)","13,999",4.2,4 GB RAM , 128 GB ROM ,SAMSUNG,PhoneArena,"32,083 Ratings"
"Infinix Smart 6 HD (Aqua Sky, 32 GB)","5,799",4.4,2 GB RAM , 32 GB ROM ,Infinix,PhoneArena,"15,648 Ratings"
"Infinix Smart 6 HD (Origin Blue, 32 GB)","5,799",4.4,2 GB RAM , 32 GB ROM ,Infinix,PhoneArena,"15,648 Ratings"
"realme 9i (Prism Blue, 128 GB)","12,599",4.5,4 GB RAM , 128 GB ROM ,realme,PhoneArena,"1,16,293 Ratings"
"APPLE iPhone 13 (Starlight, 128 GB)","60,999",4.7,,128 GB ROM,APPLE,PhoneArena,"1,77,611 Ratings"
"vivo T1X (Gravity Black, 128 GB)","12,999",4.5,4 GB RAM , 128 GB ROM,vivo,PhoneArena,"68,117 Ratings"
"POCO M3 Pro 5G (Yellow, 128 GB)","17,999",4.2,6 GB RAM , 128 GB ROM ,POCO,PhoneArena,"52,420 Ratings"
"vivo T1X (Space Blue, 128 GB)","12,999",4.5,4 GB RAM , 128 GB ROM,vivo,PhoneArena,"68,117 Ratings"
"SAMSUNG Galaxy S21 FE 5G (Graphite, 128 GB)","35,999",4.4,8 GB RAM , 128 GB ROM,SAMSUNG,PhoneArena,"29,082 Ratings"
"Infinix Hot 12 (7° Purple, 64 GB)","8,899",4.2,4 GB RAM , 64 GB ROM,Infinix,PhoneArena,"14,750 Ratings"
"vivo T1 44W (Midnight Galaxy, 128 GB)","14,499",4.5,4 GB RAM , 128 GB ROM ,vivo,PhoneArena,"74,897 Ratings"
"vivo T1 44W (Starry Sky, 128 GB)","14,499",4.5,4 GB RAM , 128 GB ROM ,vivo,PhoneArena,"74,897 Ratings"
"Infinix Smart 6 HD (Force Black, 32 GB)","5,799",4.4,2 GB RAM , 32 GB ROM ,Infinix,PhoneArena,"15,648 Ratings"
"realme 9i (Prism Blue, 128 GB)","13,599",4.5,6 GB RAM , 128 GB ROM ,realme,PhoneArena,"25,752 Ratings"
"realme 9i (Prism Black, 128 GB)","12,599",4.5,4 GB RAM , 128 GB ROM ,realme,PhoneArena,"1,16,293 Ratings"
Nokia 105 SS,"1,299",4.2,32 MB RAM , 32 MB ROM,Nokia,PhoneArena,"24,816 Ratings"
"Infinix Hot 12 (Exploratory Blue, 64 GB)","8,899",4.2,4 GB RAM , 64 GB ROM,Infinix,PhoneArena,"14,750 Ratings"
"MOTOROLA g42 (Metallic Rose, 64 GB)","10,999",4.1,4 GB RAM , 64 GB ROM,MOTOROLA,PhoneArena,"3,075 Ratings"
"MOTOROLA g72 (Meteorite Grey, 128 GB)","14,999",4.1,6 GB RAM , 128 GB ROM ,MOTOROLA,PhoneArena,"4,878 Ratings"
Nokia 105 SS,"1,299",4.2,32 MB RAM , 32 MB ROM,Nokia,PhoneArena,"24,816 Ratings"
"MOTOROLA g31 (Baby Blue, 128 GB)","11,999",4.1,6 GB RAM , 128 GB ROM ,MOTOROLA,PhoneArena,"12,475 Ratings"
"APPLE iPhone 13 (Pink, 128 GB)","60,999",4.7,,128 GB ROM,APPLE,PhoneArena,"1,77,611 Ratings"
"MOTOROLA g72 (Polar Blue, 128 GB)","14,999",4.1,6 GB RAM , 128 GB ROM ,MOTOROLA,PhoneArena,"4,878 Ratings"
"POCO M4 Pro 5G (Yellow, 64 GB)","11,999",4.3,4 GB RAM , 64 GB ROM ,POCO,PhoneArena,"33,258 Ratings"
"vivo T1X (Space Blue, 128 GB)","14,999",4.4,6 GB RAM , 128 GB ROM,vivo,PhoneArena,"3,415 Ratings"
"MOTOROLA g82 5G (Meterorite Grey, 128 GB)","20,499",4.1,8 GB RAM , 128 GB ROM ,MOTOROLA,PhoneArena,"3,123 Ratings"
"Infinix Smart 6 Plus (Tranquil Sea Blue, 64 GB)","7,599",4.2,3 GB RAM , 64 GB ROM ,Infinix,PhoneArena,"9,919 Ratings"
"vivo T1 44W (Midnight Galaxy, 128 GB)","15,999",4.4,6 GB RAM , 128 GB ROM ,vivo,PhoneArena,"43,289 Ratings"
"vivo T1 44W (Starry Sky, 128 GB)","15,999",4.4,6 GB RAM , 128 GB ROM ,vivo,PhoneArena,"43,289 Ratings"
"REDMI 10 (Caribbean Green, 64 GB)","9,999",4.3,4 GB RAM , 64 GB ROM ,REDMI,PhoneArena,"1,65,144 Ratings"
"realme 10 Pro 5G (Dark Matter, 128 GB)","18,999",4.4,6 GB RAM , 128 GB ROM ,realme,PhoneArena,"3,410 Ratings"
"realme 10 Pro 5G (Nebula Blue, 128 GB)","19,999",4.4,8 GB RAM , 128 GB ROM ,realme,PhoneArena,"1,963 Ratings"
"Infinix Hot 12 (Polar Black, 64 GB)","8,899",4.2,4 GB RAM , 64 GB ROM,Infinix,PhoneArena,"14,750 Ratings"
"SAMSUNG Galaxy F13 (Nightsky Green, 128 GB)","12,999",4.4,4 GB RAM , 128 GB ROM ,SAMSUNG,PhoneArena,"1,08,205 Ratings"
"SAMSUNG Galaxy F23 5G (Forest Green, 128 GB)","14,999",4.3,6 GB RAM , 128 GB ROM ,SAMSUNG,PhoneArena,"1,37,778 Ratings"
"POCO M4 Pro 5G (Power Black, 128 GB)","14,999",4.2,8 GB RAM , 128 GB ROM ,POCO,PhoneArena,"7,856 Ratings"
"realme 9 (Sunburst Gold, 128 GB)","14,599",4.4,6 GB RAM , 128 GB ROM ,realme,PhoneArena,"55,583 Ratings"
"realme 9 (Stargaze White, 128 GB)","14,599",4.4,6 GB RAM , 128 GB ROM ,realme,PhoneArena,"55,583 Ratings"
"realme 9 (Meteor Black, 128 GB)","14,599",4.4,6 GB RAM , 128 GB ROM ,realme,PhoneArena,"55,583 Ratings"
"MOTOROLA g82 5G (Meterorite Grey, 128 GB)","18,999",4.2,6 GB RAM , 128 GB ROM ,MOTOROLA,PhoneArena,"5,211 Ratings"
"vivo T1 5G (Starlight Black, 128 GB)","16,990",4.4,6 GB RAM , 128 GB ROM ,vivo,PhoneArena,"1,57,801 Ratings"
"vivo T1 5G (Silky White, 128 GB)","16,990",4.4,6 GB RAM , 128 GB ROM ,vivo,PhoneArena,"1,57,801 Ratings"
"POCO M4 Pro 5G (Cool Blue, 128 GB)","14,999",4.2,8 GB RAM , 128 GB ROM ,POCO,PhoneArena,"7,856 Ratings"
"REDMI 9i Sport (Metallic Blue, 64 GB)","7,199",4.3,4 GB RAM , 64 GB ROM ,REDMI,PhoneArena,"2,09,377 Ratings"
"MOTOROLA g31 (Meteorite Grey, 64 GB)","9,999",4.2,4 GB RAM , 64 GB ROM ,MOTOROLA,PhoneArena,"31,884 Ratings"
"POCO M4 Pro (Power Black, 128 GB)","16,499",4.3,6 GB RAM , 128 GB ROM ,POCO,PhoneArena,"1,30,276 Ratings"
"SAMSUNG Galaxy F13 (Sunrise Copper, 128 GB)","12,999",4.4,4 GB RAM , 128 GB ROM ,SAMSUNG,PhoneArena,"1,08,205 Ratings"
"MOTOROLA g82 5G (White Lily, 128 GB)","20,499",4.1,8 GB RAM , 128 GB ROM ,MOTOROLA,PhoneArena,"3,123 Ratings"
"APPLE iPhone 12 mini (Black, 64 GB)","37,999",4.5,,64 GB ROM,APPLE,PhoneArena,"1,23,326 Ratings"
"OPPO F19 Pro+ 5G (Fluid Black, 128 GB)","19,990",4.3,8 GB RAM , 128 GB ROM ,OPPO,PhoneArena,"24,287 Ratings"
"POCO M4 Pro 5G (Yellow, 128 GB)","13,999",4.2,6 GB RAM , 128 GB ROM ,POCO,PhoneArena,"41,124 Ratings"
"realme C30 (Bamboo Green, 32 GB)","6,999",4.1,3 GB RAM , 32 GB ROM ,realme,PhoneArena,"32,757 Ratings"
"realme C30 (Denim Black, 32 GB)","5,999",4.3,2 GB RAM , 32 GB ROM ,realme,PhoneArena,"66,939 Ratings"
"realme C30 (Bamboo Green, 32 GB)","5,999",4.3,2 GB RAM , 32 GB ROM ,realme,PhoneArena,"66,939 Ratings"
"realme C30 (Lake Blue, 32 GB)","5,999",4.3,2 GB RAM , 32 GB ROM ,realme,PhoneArena,"66,939 Ratings"
"POCO X4 Pro 5G (Laser Blue, 128 GB)","19,999",4.2,6 GB RAM , 128 GB ROM ,POCO,PhoneArena,"61,334 Ratings"
"APPLE iPhone 14 (Midnight, 256 GB)","83,990",4.6,,256 GB ROM,APPLE,PhoneArena,981 Ratings
"SAMSUNG Galaxy F13 (Waterfall Blue, 128 GB)","12,999",4.4,4 GB RAM , 128 GB ROM ,SAMSUNG,PhoneArena,"1,08,205 Ratings"
"MOTOROLA g72 (Meteorite Grey, 128 GB)","14,999",4.1,6 GB RAM , 128 GB ROM ,MOTOROLA,PhoneArena,"4,878 Ratings"
"MOTOROLA g31 (Baby Blue, 128 GB)","11,999",4.1,6 GB RAM , 128 GB ROM ,MOTOROLA,PhoneArena,"12,475 Ratings"
"APPLE iPhone 13 (Midnight, 128 GB)","60,999",4.7,,128 GB ROM,APPLE,PhoneArena,"1,77,611 Ratings"
"APPLE iPhone 14 (Starlight, 256 GB)","83,990",4.6,,256 GB ROM,APPLE,PhoneArena,981 Ratings
"OPPO K10 (Black Carbon, 128 GB)","13,990",4.4,6 GB RAM , 128 GB ROM ,OPPO,PhoneArena,"95,135 Ratings"
"realme 9 (Stargaze White, 128 GB)","15,599",4.4,8 GB RAM , 128 GB ROM ,realme,PhoneArena,"20,705 Ratings"
"OPPO K10 (Blue Flame, 128 GB)","13,990",4.4,6 GB RAM , 128 GB ROM ,OPPO,PhoneArena,"95,135 Ratings"
"REDMI 10 (Pacific Blue, 128 GB)","11,999",4.2,6 GB RAM , 128 GB ROM ,REDMI,PhoneArena,"21,630 Ratings"
"MOTOROLA g31 (Baby Blue, 64 GB)","9,999",4.2,4 GB RAM , 64 GB ROM ,MOTOROLA,PhoneArena,"31,884 Ratings"
"MOTOROLA Edge 30 (Aurora Green, 128 GB)","24,999",4.1,8 GB RAM , 128 GB ROM,MOTOROLA,PhoneArena,"3,589 Ratings"
"Infinix Note 12 5G (Force Black, 64 GB)","12,999",4.2,6 GB RAM , 64 GB ROM ,Infinix,PhoneArena,"10,906 Ratings"
"Infinix Note 12 (Jewel Blue, 64 GB)","9,999",4.2,4 GB RAM , 64 GB ROM ,Infinix,PhoneArena,"22,608 Ratings"
"Infinix Note 12 (Force Black, 64 GB)","9,999",4.2,4 GB RAM , 64 GB ROM ,Infinix,PhoneArena,"22,608 Ratings"
"APPLE iPhone 11 (White, 64 GB)","39,999",4.6,,64 GB ROM,APPLE,PhoneArena,"1,76,742 Ratings"
"realme C30 (Denim Black, 32 GB)","6,999",4.1,3 GB RAM , 32 GB ROM ,realme,PhoneArena,"32,757 Ratings"
"realme 9i (Prism Black, 64 GB)","11,099",4.5,4 GB RAM , 64 GB ROM ,realme,PhoneArena,"1,16,293 Ratings"
"realme 10 Pro 5G (Dark Matter, 128 GB)","19,999",4.4,8 GB RAM , 128 GB ROM ,realme,PhoneArena,"1,963 Ratings"
"realme C30 (Lake Blue, 32 GB)","6,999",4.1,3 GB RAM , 32 GB ROM ,realme,PhoneArena,"32,757 Ratings"
"vivo T1X (Gravity Black, 128 GB)","14,999",4.4,6 GB RAM , 128 GB ROM,vivo,PhoneArena,"3,415 Ratings"
"APPLE iPhone 13 (Midnight, 128 GB)","60,999",4.7,,128 GB ROM,APPLE,PhoneArena,"1,77,611 Ratings"
"POCO M4 Pro 5G (Power Black, 64 GB)","11,999",4.3,4 GB RAM , 64 GB ROM ,POCO,PhoneArena,"33,258 Ratings"
"Infinix Smart 6 Plus (Crystal Violet, 64 GB)","7,599",4.2,3 GB RAM , 64 GB ROM ,Infinix,PhoneArena,"9,919 Ratings"
"Infinix Smart 6 Plus (Miracle Black, 64 GB)","7,599",4.2,3 GB RAM , 64 GB ROM ,Infinix,PhoneArena,"9,919 Ratings"
"MOTOROLA g52 (Metallic White, 64 GB)","11,999",4.2,4 GB RAM , 64 GB ROM,MOTOROLA,PhoneArena,"8,442 Ratings"
"realme 10 Pro 5G (Hyperspace, 128 GB)","18,999",4.4,6 GB RAM , 128 GB ROM ,realme,PhoneArena,"3,410 Ratings"
"REDMI 10 (Midnight Black, 128 GB)","11,999",4.2,6 GB RAM , 128 GB ROM ,REDMI,PhoneArena,"21,630 Ratings"
"vivo T1 5G (Starlight Black, 128 GB)","19,990",4.3,8 GB RAM , 128 GB ROM ,vivo,PhoneArena,"14,894 Ratings"
"MOTOROLA G62 5G (Frosted Blue, 128 GB)","16,999",4.1,8 GB RAM , 128 GB ROM,MOTOROLA,PhoneArena,"1,949 Ratings"
"POCO C31 (Royal Blue, 32 GB)","6,999",4.3,3 GB RAM , 32 GB ROM ,POCO,PhoneArena,"1,23,512 Ratings"
"POCO M4 5G (Yellow, 64 GB)","11,999",4.2,4 GB RAM , 64 GB ROM ,POCO,PhoneArena,"45,400 Ratings"
"REDMI 10 Prime (Phantom Black, 128 GB)","12,999",4.2,6 GB RAM , 128 GB ROM ,REDMI,PhoneArena,"10,213 Ratings"
"POCO M4 Pro (Cool Blue, 64 GB)","14,999",4.3,6 GB RAM , 64 GB ROM ,POCO,PhoneArena,"1,30,276 Ratings"
"MOTOROLA edge 30 (Aurora Green, 128 GB)","22,999",4.1,6 GB RAM , 128 GB ROM,MOTOROLA,PhoneArena,"6,637 Ratings"
"SAMSUNG Galaxy F13 (Nightsky Green, 64 GB)","11,999",4.4,4 GB RAM , 64 GB ROM ,SAMSUNG,PhoneArena,"1,08,205 Ratings"
"realme 9 5G (Supersonic Black, 64 GB)","14,999",4.5,4 GB RAM , 64 GB ROM ,realme,PhoneArena,"36,109 Ratings"
"REDMI Note 12 Pro 5G (Stardust Purple, 128 GB)","24,999",,6 GB RAM , 128 GB ROM,REDMI,PhoneArena,#VALUE!
"realme C35 (Glowing Green, 64 GB)","11,999",4.4,4 GB RAM , 64 GB ROM ,realme,PhoneArena,"1,59,779 Ratings"
"realme C35 (Glowing Black, 64 GB)","11,999",4.4,4 GB RAM , 64 GB ROM ,realme,PhoneArena,"1,59,779 Ratings"
"MOTOROLA g31 (Meteorite Grey, 128 GB)","11,999",4.1,6 GB RAM , 128 GB ROM ,MOTOROLA,PhoneArena,"12,475 Ratings"
"SAMSUNG Galaxy F23 5G (Copper Blush, 128 GB)","14,999",4.3,6 GB RAM , 128 GB ROM ,SAMSUNG,PhoneArena,"1,37,778 Ratings"
"Infinix Note 12 5G (Snowfall, 64 GB)","12,999",4.2,6 GB RAM , 64 GB ROM ,Infinix,PhoneArena,"10,906 Ratings"
LAVA A3,"1,212",4.2,4 MB RAM , 3 MB ROM ,LAVA,PhoneArena,"27,114 Ratings"
"realme C31 (Light Silver, 32 GB)","8,299",4.5,3 GB RAM , 32 GB ROM ,realme,PhoneArena,"45,218 Ratings"
"realme 10 Pro 5G (Hyperspace, 128 GB)","19,999",4.4,8 GB RAM , 128 GB ROM ,realme,PhoneArena,"1,963 Ratings"
"SAMSUNG GALAXY M13 5G (Aqua Green, 128 GB)","14,790",4.1,6 GB RAM , 128 GB ROM,SAMSUNG,PhoneArena,402 Ratings
Motorola a10,"1,399",4.2,0 MB ROM , Expandable Upto 32 GB,Motorola,PhoneArena,"5,507 Ratings"
Motorola a10,"1,399",4.2,0 MB ROM , Expandable Upto 32 GB,Motorola,PhoneArena,"5,507 Ratings"
SAMSUNG Guru Music 2,"2,075",4.3,,NA ROM,SAMSUNG,PhoneArena,"1,96,562 Ratings"
SAMSUNG Guru Music 2,"2,099",4.3,NA ROM , Expandable Upto 16 GB,SAMSUNG,PhoneArena,"1,96,562 Ratings"
SAMSUNG GURU MUSIC 2,"2,075",4.1,8 MB RAM , 0 GB ROM ,SAMSUNG,PhoneArena,"3,092 Ratings"
"SAMSUNG Galaxy F13 (Waterfall Blue, 64 GB)","11,999",4.4,4 GB RAM , 64 GB ROM ,SAMSUNG,PhoneArena,"1,08,205 Ratings"
"realme C35 (Glowing Black, 128 GB)","12,999",4.4,4 GB RAM , 128 GB ROM ,realme,PhoneArena,"1,59,779 Ratings"
Nokia 150 DS 2020,"2,499",4.1,4 MB RAM , 4 MB ROM ,Nokia,PhoneArena,"20,173 Ratings"
Nokia 150 TA-1235 DS,"2,499",4.1,4 MB RAM , 4 MB ROM ,Nokia,PhoneArena,"11,975 Ratings"
"POCO M4 Pro 5G (Power Black, 128 GB)","13,999",4.2,6 GB RAM , 128 GB ROM ,POCO,PhoneArena,"41,124 Ratings"
Snexian GURU 310,699,3.3,32 MB RAM , 32 MB ROM,Snexian,PhoneArena,"18,230 Ratings"
"Realme C30 - Locked with Airtel Prepaid (Lake Blue, 32 GB)","5,499",4.3,2 GB RAM , 32 GB ROM ,Realme,PhoneArena,"66,939 Ratings"
Nokia 105 TA-1416 DS,"1,449",4.1,32 MB RAM , 32 MB ROM,Nokia,PhoneArena,"4,334 Ratings"
"vivo T1 Pro 5G (Turbo Black, 128 GB)","23,999",4.4,6 GB RAM , 128 GB ROM,vivo,PhoneArena,"7,325 Ratings"
"POCO C31 (Shadow Gray, 32 GB)","6,999",4.3,3 GB RAM , 32 GB ROM ,POCO,PhoneArena,"1,23,512 Ratings"
"SAMSUNG Galaxy S21 FE 5G (White, 128 GB)","35,999",4.4,8 GB RAM , 128 GB ROM,SAMSUNG,PhoneArena,"29,082 Ratings"
"REDMI 10 Prime (Astral White, 128 GB)","12,999",4.2,6 GB RAM , 128 GB ROM ,REDMI,PhoneArena,"10,213 Ratings"
"REDMI 10 Prime (Bifrost Blue, 128 GB)","12,999",4.2,6 GB RAM , 128 GB ROM ,REDMI,PhoneArena,"10,213 Ratings"
"SAMSUNG Galaxy S21 FE 5G (Lavender, 128 GB)","35,999",4.4,8 GB RAM , 128 GB ROM,SAMSUNG,PhoneArena,"29,082 Ratings"
"SAMSUNG Galaxy F23 5G (Forest Green, 128 GB)","16,999",4.3,6 GB RAM , 128 GB ROM,SAMSUNG,PhoneArena,"1,37,778 Ratings"
"MOTOROLA G60 (Moonless, 128 GB)","15,999",4.2,6 GB RAM , 128 GB ROM,MOTOROLA,PhoneArena,"1,31,824 Ratings"
"REDMI 10A (Charcoal Black, 64 GB)","8,703",4.2,4 GB RAM , 64 GB ROM,REDMI,PhoneArena,"5,010 Ratings"
Micromax X412,953,3.9,32 MB RAM , 32 MB ROM,Micromax,PhoneArena,"14,193 Ratings"
LAVA GEM,"1,649",4.2,0 MB ROM , Expandable Upto 32 GB,LAVA,PhoneArena,"29,598 Ratings"
"realme C33 (Night Sea, 32 GB)","8,999",4.4,3 GB RAM , 32 GB ROM ,realme,PhoneArena,"16,512 Ratings"
"vivo T1 44W (Starry Sky, 128 GB)","17,999",4.3,8 GB RAM , 128 GB ROM ,vivo,PhoneArena,"5,156 Ratings"
"realme C11 2021 (Cool Grey, 32 GB)","7,499",4.4,2 GB RAM , 32 GB ROM ,realme,PhoneArena,"2,33,435 Ratings"
"realme C33 (Aqua Blue, 32 GB)","8,999",4.4,3 GB RAM , 32 GB ROM ,realme,PhoneArena,"16,512 Ratings"
"realme C33 (Sandy Gold, 32 GB)","8,999",4.4,3 GB RAM , 32 GB ROM ,realme,PhoneArena,"16,512 Ratings"
"POCO M4 Pro (Yellow, 64 GB)","14,999",4.3,6 GB RAM , 64 GB ROM ,POCO,PhoneArena,"1,30,276 Ratings"
"SAMSUNG GALAXY M13 5G (?Stardust Brown, 128 GB)","14,698",4.1,6 GB RAM , 128 GB ROM,SAMSUNG,PhoneArena,402 Ratings
"POCO M4 Pro 5G (Yellow, 128 GB)","14,999",4.2,8 GB RAM , 128 GB ROM ,POCO,PhoneArena,"7,856 Ratings"
"Google Pixel 6a (Chalk, 128 GB)","29,999",4.3,6 GB RAM , 128 GB ROM,Google,PhoneArena,"22,516 Ratings"
"REDMI A1 (Light Green, 32 GB)","6,335",4.2,2 GB RAM , 32 GB ROM,REDMI,PhoneArena,"1,893 Ratings"
"realme C31 (Light Silver, 64 GB)","8,999",4.4,4 GB RAM , 64 GB ROM ,realme,PhoneArena,"56,801 Ratings"
"realme 9i 5G (Soulful Blue, 64 GB)","14,999",4.5,4 GB RAM , 64 GB ROM ,realme,PhoneArena,"37,211 Ratings"
"realme 9i 5G (Rocking Black, 64 GB)","14,999",4.5,4 GB RAM , 64 GB ROM ,realme,PhoneArena,"37,211 Ratings"
"realme 9i 5G (Metallica Gold, 64 GB)","14,999",4.5,4 GB RAM , 64 GB ROM ,realme,PhoneArena,"37,211 Ratings"
"Infinix HOT 12 Play (Daylight Green, 64 GB)","8,699",4.3,4 GB RAM , 64 GB ROM ,Infinix,PhoneArena,"1,08,143 Ratings"
"Infinix HOT 12 Play (Racing Black, 64 GB)","8,699",4.3,4 GB RAM , 64 GB ROM ,Infinix,PhoneArena,"1,08,143 Ratings"
"Infinix HOT 12 Play (Champagne Gold, 64 GB)","8,699",4.3,4 GB RAM , 64 GB ROM ,Infinix,PhoneArena,"1,08,143 Ratings"
"Infinix HOT 12 Play (Horizon Blue, 64 GB)","8,699",4.3,4 GB RAM , 64 GB ROM ,Infinix,PhoneArena,"1,08,143 Ratings"
"POCO X4 Pro 5G (Laser Black, 128 GB)","21,999",4.1,8 GB RAM , 128 GB ROM ,POCO,PhoneArena,"14,202 Ratings"
"vivo Y16 (Drizzling Gold, 64 GB)","10,499",4.3,3 GB RAM , 64 GB ROM ,vivo,PhoneArena,776 Ratings
"Infinix Note 12 Pro 5G (Snowfall, 128 GB)","16,999",4.1,8 GB RAM , 128 GB ROM ,Infinix,PhoneArena,"15,545 Ratings"
Nokia 150 DS 2020,"2,499",4.1,4 MB RAM , 4 MB ROM ,Nokia,PhoneArena,"20,173 Ratings"
SAMSUNG Guru Music 2,"2,075",4.3,,NA ROM,SAMSUNG,PhoneArena,"1,96,562 Ratings"
"Realme C30 - Locked with Airtel Prepaid (Lake Blue, 32 GB)","5,499",4.3,2 GB RAM , 32 GB ROM ,Realme,PhoneArena,"66,939 Ratings"
Nokia 105 TA-1416 DS,"1,449",4.1,32 MB RAM , 32 MB ROM,Nokia,PhoneArena,"4,334 Ratings"
"SAMSUNG Galaxy F13 (Waterfall Blue, 64 GB)","11,999",4.4,4 GB RAM , 64 GB ROM ,SAMSUNG,PhoneArena,"1,08,205 Ratings"
Nokia 150 TA-1235 DS,"2,499",4.1,4 MB RAM , 4 MB ROM ,Nokia,PhoneArena,"11,975 Ratings"
"POCO M4 Pro 5G (Power Black, 128 GB)","13,999",4.2,6 GB RAM , 128 GB ROM ,POCO,PhoneArena,"41,124 Ratings"
"vivo T1 Pro 5G (Turbo Black, 128 GB)","23,999",4.4,6 GB RAM , 128 GB ROM,vivo,PhoneArena,"7,325 Ratings"
"POCO C31 (Shadow Gray, 32 GB)","6,999",4.3,3 GB RAM , 32 GB ROM ,POCO,PhoneArena,"1,23,512 Ratings"
"SAMSUNG GALAXY M13 5G (Aqua Green, 128 GB)","14,988",4.1,6 GB RAM , 128 GB ROM,SAMSUNG,PhoneArena,402 Ratings
"SAMSUNG Galaxy S21 FE 5G (White, 128 GB)","35,999",4.4,8 GB RAM , 128 GB ROM,SAMSUNG,PhoneArena,"29,082 Ratings"
"OnePlus Nord CE 2 Lite 5G (Blue Tide, 128 GB)","19,987",4.3,6 GB RAM , 128 GB ROM,OnePlus,PhoneArena,"40,620 Ratings"
"MOTOROLA G60 (Moonless, 128 GB)","15,999",4.2,6 GB RAM , 128 GB ROM,MOTOROLA,PhoneArena,"1,31,824 Ratings"
"SAMSUNG Galaxy S21 FE 5G (Lavender, 128 GB)","35,999",4.4,8 GB RAM , 128 GB ROM,SAMSUNG,PhoneArena,"29,082 Ratings"
"Infinix Smart 6 (Polar Black, 64 GB)","6,499",4.3,2 GB RAM , 64 GB ROM ,Infinix,PhoneArena,"27,687 Ratings"
itel It2171,999,4.1,32 MB RAM , 32 MB ROM,itel,PhoneArena,"3,569 Ratings"
"REDMI 10 Prime (Bifrost Blue, 128 GB)","12,999",4.2,6 GB RAM , 128 GB ROM ,REDMI,PhoneArena,"10,213 Ratings"
"REDMI 10 Prime (Astral White, 128 GB)","12,999",4.2,6 GB RAM , 128 GB ROM ,REDMI,PhoneArena,"10,213 Ratings"
Micromax X412,953,3.9,32 MB RAM , 32 MB ROM,Micromax,PhoneArena,"14,193 Ratings"
"MOTOROLA g52 (Charcoal Grey, 64 GB)","11,999",4.2,4 GB RAM , 64 GB ROM,MOTOROLA,PhoneArena,"8,442 Ratings"
Nokia 105 PLUS,"1,399",4.1,4 MB RAM , 4 MB ROM,Nokia,PhoneArena,"5,686 Ratings"
Nokia 105 PLUS,"1,399",4.1,4 MB RAM , 4 MB ROM,Nokia,PhoneArena,"5,686 Ratings"
"REDMI 10A (Sea Blue, 64 GB)","8,747",4.2,4 GB RAM , 64 GB ROM,REDMI,PhoneArena,"5,010 Ratings"
"Nothing Phone (1) (Black, 256 GB)","27,499",4.3,8 GB RAM , 256 GB ROM,Nothing,PhoneArena,"39,201 Ratings"
LAVA GEM,"1,680",4.2,0 MB ROM , Expandable Upto 32 GB,LAVA,PhoneArena,"29,598 Ratings"
"realme C33 (Aqua Blue, 32 GB)","8,999",4.4,3 GB RAM , 32 GB ROM ,realme,PhoneArena,"16,512 Ratings"
"realme C33 (Night Sea, 32 GB)","8,999",4.4,3 GB RAM , 32 GB ROM ,realme,PhoneArena,"16,512 Ratings"
"realme C33 (Sandy Gold, 32 GB)","8,999",4.4,3 GB RAM , 32 GB ROM ,realme,PhoneArena,"16,512 Ratings"
"realme C11 2021 (Cool Grey, 32 GB)","7,499",4.4,2 GB RAM , 32 GB ROM ,realme,PhoneArena,"2,33,435 Ratings"
"realme C11 2021 (Cool Blue, 32 GB)","7,499",4.4,2 GB RAM , 32 GB ROM ,realme,PhoneArena,"2,33,435 Ratings"
